凉亭	pavilion
流民	refugee
片麻岩	gneiss
黢黑	pitch-black
罗拉	roller
裂口	vent
声纳	sonar
趣味	preference
读者	reader
指引	directions
可怜巴巴	pathetic
湿疹	eczema
麝香草	thyme
逊	modest
娴	refined
膀子	wing
效	effect
政治性	political
底气	stamina
特敏福	oseltamivir
恒久	persistent
霓虹	neon
手气	luck
裳	petticoats
曲高和寡	highbrow
纹路	grain
科考队	expedition
中枢	backbone
邻	adjacent
疏忽大意	oversight
无能为力	helpless
它本身	itself
庞大	huge
决绝	decisive
劳损	strain
散弹枪	shotgun
次要	secondary
沌	confused
金融	financial
抑	or
正	upright
蚵仔	oyster
半百	fifty
恬	tranquil
火炮	cannon
折射	refraction
水汪汪	waterlogged
制作者	producer
沮丧	dejected
点子	point
场合	occasion
脓毒症	sepsis
自相	mutual
饰物	decorations
杯中物	liquor
大街	street
巧克力	chocolate
靡	extravagant
拳头	competitive
微弱	faint
稳	settled
怕	perhaps
戒慎	vigilant
秀色可餐	gorgeous
肖	resembling
互相	mutual
侈	extravagant
明朗	forthright
预应力	prestressed
套装	kit
鱼子	roe
恤	sympathy
瑕疵	blemish
际遇	fate
联机	network
不到	insufficient
史诗性	epic
冬天	winter
王后	queen
痛快淋漓	spirited
喷漆	lacquer
鹅	goose
灰尘	dust
猛地	suddenly
忽地	suddenly
双足	two-legged
沉浮	vicissitudes
横纹	striation
铁	unshakeable
飕	sough
兴	excitement
缠手	troublesome
糟	rotten
机	organic
插件	plug-in
人身	person
铲子	shovel
歪瓜裂枣	ugly
金龟	tortoise
遑	leisure
仅仅	only
滴定	titration
章	order
畸型	malformation
宽心	comforted
曙光	dawn
二十面体	icosahedron
丰富	abundant
不完美	defective
岩屑	debris
电扶梯	escalator
臼	mortar
囝仔	youngster
精辟	incisive
牡	hills
号兵	trumpeter
仙姑	sorceress
子程序	subroutine
教法	doctrine
敢情	actually
时	season
谋士	advisor
制度化	systematization
打紧	important
顺序	sequence
没戏	hopeless
反正	anyway
经常	regularly
优势	superiority
转播	broadcast
多事	meddlesome
轮渡	ferry
竞赛	race
右	west
瘸腿	crippled
核定	determination
地步	stage
不是	not
风潮	tempest
不可同日而语	incomparable
诱饵	bait
卤	stupid
册	booklet
最低谷	nadir
用字	diction
旗子	flag
茶座	teahouse
跃龙	allosaurus
循环性	recurrent
有趣	interesting
瘾	craving
为	as
图案	design
枸橼	citron
闰	intercalary
断代	periodization
手推车	handcart
拖带	traction
条件	qualification
害兽	vermin
代表性	representative
钝	stupid
疾首	infuriated
死	extremely
大纲	synopsis
晶晶	lustrous
第二	second
动力学	kinetics
酷烈	fierce
派	school
陡	precipitous
尤指	particularly
雷管	detonator
瓣膜	valve
政治	politics
承运人	carrier
对价	consideration
盘错	intertwined
嵌进	embedded
祺	felicity
荼毒	torment
光光	bald
外人	outsider
物事	person
混球	wretch
麾下	subordinates
落差	disparity
病状	symptom
良人	husband
敌视	antagonism
洪	big
北山羊	ibex
完整	complete
天候	weather
裁缝	dressmaker
肿胀	swelling
芦笋	asparagus
不连续	discontinuous
竹子	bamboo
莞尔	smiling
也	too
大气候	atmosphere
烂泥	mud
缩影	epitome
生	life
开衩	slit
十分	completely
建筑物	edifice
数字	amount
创作者	inventor
从	accomplice
旺盛	vigorous
严格	strict
眼点	eyespot
脚踏板	floorboard
婚礼	wedding
深沉	reserved
实力	strength
岔	bifurcation
本金	principal
靳	martingale
锃光	shiny
石榴	pomegranate
协调	harmonious
词	speech
双体船	catamaran
淫荡	lewd
委	end
反	opposite
忞	disorderly
幢幢	dancing
胸骨	breastbone
气泡	sparkling
底子	bottom
褊狭	narrow
字据	contract
刮刀	spatula
教员	instructor
检查哨	checkpoint
不幸	misfortune
多重性	multiplicity
辱	dishonor
勤勤	attentive
新词	neologism
家居	residence
决定性	decisive
三五	several
蕴	depth
字	character
精光	glorious
刍荛	woodman
沉积	deposit
狠狠	ruthlessly
微粒	particle
前兆	omen
膝盖	knee
最后	finally
参半	half
海归	returnee
荒漠	barren
必然	necessity
演奏者	performer
夸张	overstated
严酷	harsh
宽松	relaxed
卡	slow
金属	metal
铛铛	clang
照理	usually
行路	transport
荣耀	glory
耗资	expenditure
盐酸盐	hydrochloride
天命	destiny
时辰	time
微微	slight
毒素	poison
重读	stress
喷射	spray
现象	appearance
灵异	mysterious
厚重	extravagant
颂词	ode
性子	temper
跑	away
导论	introduction
日	sun
魄力	daring
规定	provision
洋气	fashionable
火枪	firearms
洁食	kosher
不平常	unusual
决断	decisiveness
大起大落	volatile
骑马者	horseman
党	society
五边形	pentagon
伎俩	trick
瓦工	bricklaying
矿石	ore
触摸屏	touchscreen
长衫	cheongsam
闲来无事	idle
牛犊	calf
尔后	subsequently
麻豆	model
淫	excess
绘画	drawing
完美无瑕	flawless
生化	biochemistry
套	harness
秩序	order
独创	innovation
审	carefully
黄疸病	jaundice
饭局	banquet
向导	guide
闻	fame
院子	garden
统计	statistics
普罗	proletariat
勃勃	exuberant
幽微	faint
结构性	structural
森森	ghastly
屁颠屁颠	eager
客气	modest
好事	charity
平安	well
同伙	colleague
主语	subject
广角	wide-angle
冯	great
派	pie
起毛	fluff
骑士	cavalryman
淫风	wanton
年金	superannuation
零落	sporadic
不知	unknowingly
换算	translation
主任	director
待遇	rank
合成物	composite
蜷曲	coiled
答案	answer
麻醉药	anesthetic
挫折	disappointment
拳击手	boxer
愣头愣脑	reckless
暗淡	dim
鸰	lark
倾泄	outpouring
淫	excessive
扣	knot
医家	physician
不住	repeatedly
代表队	delegation
高管	executive
用品	products
车载斗量	innumerable
领域	domain
康强	fit
偏态	skewness
录影带	videotape
羼杂	mingled
淀积	deposit
磨砂	frosted
铥	thulium
魅力	glamor
大气层	atmosphere
海滨	seaside
塔	tower
神气	manner
泱泱	magnificent
仗	weaponry
臭	terrible
心音	heartbeat
叶子	leaf
成文	statutory
崇高	majestic
沉	deep
罪过	sin
年华	age
媒材	medium
粗浅	shallow
分裂	schism
一时	temporary
排名	ranking
同类相食	cannibalism
近来	recently
海角	promontory
分析人士	expert
有色	colored
适销	marketable
体质	constitution
课	class
公司	incorporated
老公	husband
兵船	warship
上相	photogenic
甲级	excellent
阑	late
体温	temperature
了不起	terrific
钟点	hour
红火	prosperous
成层	stratified
泥垢	grime
变流器	converter
西北方	northwest
欧姆	ohm
整流器	rectifier
碎末	flecks
琼	beautiful
低档	inferior
显祖	ancestors
瘀青	contusion
浮	floating
戎机	war
孤僻	reclusive
陈词滥调	truism
大方	scholar
喜盈盈	joyful
棱角	sharpness
黑	illegal
拔尖	top-notch
康乐	recreation
风范	manner
本能	instinct
贵族	lord
过渡性	transitional
壳	shell
糊	congee
行李箱	trunk
水波	wave
门楣	lintel
贫乏	deficiency
攻略	directions
堪忧	worrying
影片	film
吞拿	tuna
巩膜	sclera
同调	homology
凝块	clot
三合一	triple
中游	midstream
脊椎	vertebra
事件	happening
织物	textiles
死板	inflexible
血液	blood
幼小	immature
冶金	metallurgy
续增	addendum
普遍性	ubiquity
圣歌	hymn
洞见	insight
调味	essences
威严	imposing
病毒	virus
耿	upright
意想不到	unexpected
排遗	excrement
种类	sort
噻吩	thiophene
示威者	protester
热电	pyroelectric
惨案	massacre
平	peaceful
镊	tweezers
不住	constantly
英武	martial
流弊	malpractice
法令	ordinance
空翻	somersault
派系	faction
驾驶舱	cockpit
坑	tunnel
查询	query
官家	government
现	existing
线路	line
略称	abbreviation
平直	smooth
家居	home
不插电	unplugged
成果	achievement
管路	conduit
成份	ingredient
事务所	firm
挺	quite
当	manage
错位	displacement
相对	counterpart
靓丽	pretty
砰	thump
定子	stator
病例	case
字	letter
含糊不清	unclear
叫声	roaring
面包屑	breadcrumbs
壮丽	magnificent
防御	defense
理想主义	idealism
典	ceremony
沙场	sandpit
劝告	exhortation
严饬	careful
孤子	orphan
鸾凤	belle
郅	very
你	you
巧诈	deceitful
睾甾酮	nandrolone
背地	secretly
噪声	noise
通才	polymath
高兴	willing
丈	husband
机动	flexible
雪克	shake
蕲	implore
蜻蛉	damselfly
黑	shady
声气	tone
运	fortune
严严实实	closely
戒规	taboo
帅气	elegant
阁	shelf
嗡嗡叫	drone
阄	lot
绮	beautiful
社会化	socialization
袜	stockings
缘	cause
软绵绵	velvety
营销	marketing
厚	thick
嗟	sigh
羽绒	down
气雾剂	aerosol
恒	usual
恒定	constant
经	scripture
状态	mode
回文	palindrome
坳	cavity
不衰	unfailing
血色素	hemoglobin
帅气	dashing
乍	abruptly
成灾	disastrous
消费者	consumer
余量	tolerance
指标	sign
级	rank
高雅	elegant
厚实	substantial
老大爷	grandpa
货	goods
某物	something
郁	melancholy
淠	luxuriant
咋呼	bluster
联谊	friendship
规定	regulation
矶	breakwater
奶嘴	pacifier
对外	external
喵	meow
礼貌	courtesy
排头兵	pacesetter
外人	stranger
受害者	casualty
粉刺	blackhead
钜子	tycoon
洋洋	self-satisfied
圆珠	ball
铁砂	shot
秉公	impartially
海鸟	seabird
甲壳	crust
迩	close
意识形态	ideology
病床	sickbed
检尸	autopsy
石化厂	refinery
嫣然	beautiful
舱	cabin
公猫	tomcat
寡糖	oligosaccharide
浅薄	superficial
二价	divalent
爆表	extreme
痛快淋漓	hearty
球拍	racket
转生	reincarnation
分店	annex
铄	bright
获释	freed
矿物	mineral
口供	deposition
益发	increasingly
不利	disadvantageous
包头	headband
非正常	abnormal
探矿者	prospector
勤奋	hardworking
嘎吱	creak
古董	curio
须	mustache
凶煞	demon
球状物	globe
爽歪歪	blissful
行止	movements
均一	homogeneous
优裕	plenty
茍	urgent
肩膀	shoulder
信众	believers
缘由	cause
拉紧	tensioning
蛮干	foolhardy
馋人	glutton
着魔	obsessed
喷射机	jet
波导	waveguide
备用	alternate
较好	preferably
马子	babe
墓地	graveyard
兜帽	hood
草本	herb
畔	bank
沺	turbulent
差点	nearly
受阻	blocked
标记	symbol
交流	communication
糊	cream
含蓄	implicit
但	merely
伤悲	sorrowful
冒牌货	imitation
俊	smart
药物	medication
疲劳	weariness
密切	intimate
伙计	fellow
牧场	ranch
苜蓿	alfalfa
怯	cowardly
汇	class
知觉	perception
畈	field
顺时针	clockwise
前端	front
裔	frontier
顾客	client
佚	forsaken
湄	brink
怨毒	rancor
缓	gradual
漆	lacquer
康健	healthy
羊	goat
孕激素	progesterone
殆	probably
眉	eyebrow
轻巧	easy
老本	savings
踊跃	eager
铁	tight
泥水匠	mason
冒险者	adventurer
仪表盘	dashboard
外形	contour
邱	mound
本文	article
转氨酶	transferase
茴芹	anise
甲等	first-class
黑糊糊	dark
好氧	aerobic
听筒	headphone
星辰	stars
感性	sensibility
断片	piece
外表	outside
码字	digit
候	season
预提	withholding
齐膝	knee-deep
真菌	fungi
计划	project
勤务	service
人犯	suspect
电传	teleprinter
脑筋	mind
盛	vigorous
演习	exercise
市郊	suburb
代价	consideration
病	defect
派性	factionalism
冲浪	surfing
严	strict
到位	precise
随之	thereupon
小槌	drumstick
引线	fuse
暴力	violent
干巴巴	insipid
空幻	vanity
注射剂	injection
勾人	sexy
爽朗	straightforward
私密	intimate
总归	eventually
箱子	trunk
靛蓝	indigo
分析	analysis
品	kind
纤细	tender
照样	nevertheless
毋	nobody
裤腰带	waistband
斯芬克斯	sphinx
癫痫	epilepsy
纳闷	bewildered
公称	nominal
平分	deuce
丛	collection
何所	where
粗率	coarse
同情者	sympathizer
致病	pathogenic
咒文	incantation
傍	near
水闸	dam
变种	variant
传声筒	megaphone
方块	cube
细密	meticulous
多半	mostly
胥	assist
试	test
食人鱼	piranha
态	appearance
双极	bipolar
证明	proof
聆讯	hearing
好过	well
刀叶	blade
蹙	wrinkled
美石	jewel
积极	positive
孔眼	hole
千金	invaluable
雌蕊	pistil
籽实	seed
可塑性	plasticity
陡	steep
段	section
动物学	zoology
垫片	spacer
交汇处	confluence
水禽	waterfowl
足智多谋	resourceful
佣人	servant
正好	just
暗含	implicit
花序	inflorescence
恶性	vicious
未命名	untitled
凶恶	fiendish
停表	stopwatch
作家	author
囡	child
炳	luminous
重剑	épée
姿	looks
欲滴	lovely
空空	empty
游标	cursor
伟大	important
单元格	cell
疱	acne
不加	without
童稚	child
高跷	stilts
合理化	rationalization
拉德	rad
重置	replacement
性别	gender
歌曲	song
复	double
画面	frame
违规	illegal
粗鄙	coarse
逆境	predicament
流派	style
内部	interior
空虚	hollow
肉麻	sappy
壕沟	moat
基	basic
风	wind
氨气	ammonia
号子	signal
宏	great
旨趣	purport
反感	antipathy
简册	booklet
速递	courier
基金	fund
警报	alert
及物	transitive
顾问	adviser
瑰伟	magnificent
只顾	focusing
平凡	mediocre
无稽	nonsense
同袍	companion
视盲	blindness
弟兄	brothers
出发点	motive
脑	mind
水沟	sewer
伽倻琴	gayageum
伟岸	outstanding
忐忑	nervous
大杂烩	mish-mash
疹	measles
千米	kilometer
瞌	sleepy
激情	enthusiasm
一心一意	single-minded
泰	grand
包衣	husk
密	secret
火势	flourishing
猫头鹰	owl
棒球	baseball
不完善	imperfect
狠	ruthless
金发	fair-haired
最小值	minimum
马大哈	scatterbrain
涉黑	gang-related
邮	post
独木舟	dugout
意思	fun
收敛性	convergence
光彩	splendor
改锥	screwdriver
征象	sign
管	to
洗衣机	washer
明智	sensible
幻灯片	slide
不良	bad
傒	path
残留	surplus
无数	countless
衣柜	armoire
聚会	gathering
科	field
白云岩	dolomite
城池	city
鲜奶油	cream
谨	careful
不舒服	unwell
联欢会	party
茉莉花	jasmine
是否	if
A片	pornography
畅快	carefree
首先	first
掠夺者	plunderer
直	vertical
联诵	liaison
木	wood
聚酰亚胺	polyimide
尾数	remainder
资产	assets
声门	glottis
心惊	apprehensive
乍	bristling
婴儿期	infancy
沬	dawn
外地人	stranger
罪人	sinner
来复线	rifling
光彩	radiance
杳	disappear
奶子	milk
副刊	supplement
笼子	container
地岬	headland
实证主义	empiricism
坏运	misfortune
餐牌	menu
粹	unmixed
背景	context
煦煦	kind
风雅	cultured
传记	biography
牧师	rector
底	end
类	similar
稀	uncommon
岩浆	magma
咸	all
多么	how
暴力	force
劫余	aftermath
燥	parched
劲	enthusiasm
乳沟	cleavage
怆	grieved
棘	thorns
猴急	agitated
不对头	fishy
蒽醌	anthraquinone
话语	utterance
水箱	radiator
低矮	low
满手	handful
正	proper
客车	coach
峣	high
暗喜	smirk
槿	transient
车把	handlebar
速效	fast-acting
参	irregular
多值	multivalued
法则	rule
蹊跷	strange
地窨子	cellar
耳塞	earphone
大肆	wantonly
胶黏	adhesive
海滩	beach
朋友	friend
阵	spate
全	every
鼠标器	mouse
臣子	subject
版次	edition
女阴	vulva
巴刹	bazaar
好笑	ridiculous
保管	curator
头	head
寡	scant
妙	wonderful
若无其事	nonchalantly
翻印	reprint
活门	valve
痿	atrophy
训条	maxim
之后	after
失风	trouble
蛋	egg
语句	sentence
娈童	gigolo
球	sphere
天赋	gift
奇景	marvel
寄宿生	boarder
混蛋	bastard
周	circumference
侠	hero
清脆	frail
加官	promotion
前沿	outpost
瓷	china
扯铃	diabolo
地标	landmark
程控	programmed
钧	great
偶	image
恒温器	thermostat
语调	intonation
节油	fuel-efficient
旻	heaven
笑靥	dimple
诡计	trick
先生	doctor
牛蒡	burdock
多样	diversity
复	composite
档口	booth
只管	simply
百汇	parfait
禧	joy
梦魇	nightmare
纯正	pure
空余	unoccupied
辙	track
劳拉西泮	lorazepam
趣	interesting
钼	molybdenum
瓦砾堆	debris
某些	certain
重型	heavy
横向	orthogonal
缓慢	slow
过少	insufficient
透光	translucent
余留	remainder
可怜虫	wretch
滑雪	skiing
糖类	sugar
肥大	swelling
西米	sago
晶状	crystalline
资	capital
迂曲	roundabout
窍门	know-how
哮	pant
装束	attire
飘忽不定	roving
胰脏	pancreas
石质	stony
贼	wily
意气相投	congenial
烂摊子	shambles
话头	thread
组合论	combinatorics
淆	mixed
迟顿	obtuse
旅居	sojourn
呷呷	quack
清凉	revealing
浅尝	dilettante
车辆	vehicle
眼镜	spectacles
活	workmanship
化学	chemical
界	group
互惠	reciprocal
复式	double
暗影	shadow
殆	only
西打	cider
版刻	carving
大路	avenue
绑腿	gaiters
门	family
原始	original
配称	worthy
闳	big
气概	mettle
封泥	lute
狂犬病	rabies
猥亵	indecent
糠	husk
火器	firearm
适配器	adapter
老爹	sir
心	center
演出者	performer
高热病	fever
分度	graduation
大力	energetically
清净	peaceful
财	riches
顺序	order
怡然	happy
小心翼翼	prudent
苎麻	rush
热心	zest
学术	academic
怎么着	whatever
灯蛾	moth
走山	landslide
诶	hey
变暖	warming
蛴螬	grub
大拇哥	thumb
报话机	walkie-talkie
里	interior
频数	frequency
不置可否	hedge
船员	sailor
难为情	embarrassed
凄	sad
凸性	convexity
烟囱	chimney
区别	difference
困顿	fatigued
衣领	collar
渎职	wrongdoing
航海	sailing
隐君子	hermit
真迹	authentic
串	string
效验	effective
策士	strategist
存量	reserves
圩	dike
敌视	malevolence
数据库	database
先有	prior
疲沓	slack
救星	savior
小径	alley
终局	outcome
假案	frame-up
无伤大雅	harmless
肥力	fertility
堂堂	stately
语言学家	linguist
谱	chart
众	numerous
咣当	bang
